# Boundary attack with validation_dataset(2100 images)
# and metrics using model_dataset(67000)
# Model_dataset & validation set: density: 1.0072381
# Model_dataset & validation adv (2100): density: 0.15571429
# Model_dataset & validation set: coverage: 0.14238586
# Model_dataset & validation adv (2100): coverage: 0.0047275405
# batch_no model_val_density model_val_adv_density model_val_coverage model_val_adv_coverage
0 0.9800001 0.20666668 0.0043004416 0.0006332842
1 0.91333336 0.17000002 0.004035346 0.000544919
2 0.90666676 0.13333334 0.0039911633 0.00051546394
3 1.0500001 0.123333335 0.0046391753 0.00042709868
4 0.94000006 0.16666667 0.004138439 0.0004712813
5 1.0366666 0.14333335 0.00455081 0.00042709868
6 1.0433334 0.23333336 0.004594993 0.00067746686
7 1.0666667 0.17666668 0.004712813 0.000544919
8 1.2900001 0.116666675 0.005699558 0.00038291604
9 0.9233334 0.13000001 0.0040500737 0.00042709868
10 0.96000004 0.17000002 0.0042415317 0.00053019146
11 0.89666677 0.10333334 0.003946981 0.0003976436
12 0.90333337 0.22333337 0.0039911633 0.0006332842
13 0.9866668 0.16666667 0.004285714 0.00053019146
14 1.1966668 0.13666667 0.005287187 0.00035346096
15 0.91 0.14333333 0.0040206187 0.00051546394
16 0.9833334 0.18333335 0.0043446245 0.0006185567
17 0.9900001 0.13666669 0.004256259 0.0003976436
18 1.1633334 0.15333335 0.005125184 0.00048600882
19 1.0233334 0.120000005 0.0045066276 0.0003976436
20 0.99333334 0.13666667 0.004359352 0.00050073635
21 0.9766667 0.19 0.0043151695 0.00058910163
22 1.1500001 0.113333344 0.0050810017 0.0003681885
23 0.9733334 0.14 0.0043004416 0.0003976436
24 0.9966668 0.19666666 0.004403535 0.0004418262
25 1.0899999 0.15333335 0.004815906 0.00045655377
26 0.96000004 0.13666669 0.0042415317 0.00045655377
27 0.98666674 0.19666667 0.0043004416 0.0006921944
28 1.0066668 0.24666668 0.004447717 0.00078055967
29 0.87000006 0.18 0.0038438882 0.0004712813
30 0.92000014 0.23 0.004035346 0.0006921944
31 1.1 0.16333334 0.0048306333 0.00050073635
32 1.0066668 0.106666684 0.004447717 0.00041237113
33 0.9466668 0.083333336 0.004167894 0.00030927834
34 1.1133335 0.15333334 0.0049189986 0.0004418262
