# FGSM attack with model_dataset(30547 images)
# and validation_images(5359) 20 epsilon in batches of 100 images
# metrics between model_dataset & adv validation dataset
# Model_vali_adv_density Model_vali_adv_coverage
1.756000161170959473e+00 2.700756303966045380e-02
1.604000091552734375e+00 2.389760129153728485e-02
1.729999780654907227e+00 2.448685653507709503e-02
1.879999995231628418e+00 2.605820633471012115e-02
2.011999845504760742e+00 2.762955427169799805e-02
2.329999923706054688e+00 3.267096728086471558e-02
2.855999946594238281e+00 3.872720897197723389e-02
3.521999835968017578e+00 4.288473725318908691e-02
3.495999574661254883e+00 4.209906235337257385e-02
3.247999906539916992e+00 3.977477550506591797e-02
2.763999938964843750e+00 3.506072610616683960e-02
1.932000041007995605e+00 2.641830593347549438e-02
1.289999961853027344e+00 1.872524432837963104e-02
1.019999980926513672e+00 1.453497912734746933e-02
9.500000476837158203e-01 1.273447461426258087e-02
9.679999947547912598e-01 1.178511790931224823e-02
6.699999570846557617e-01 1.096670702099800110e-02
1.442000031471252441e+00 2.337381802499294281e-02
1.992000102996826172e+00 3.165613859891891479e-02
2.187999963760375977e+00 3.499525412917137146e-02
2.101999759674072266e+00 3.365305811166763306e-02
1.822000026702880859e+00 2.910269424319267273e-02
1.655999660491943359e+00 2.661472558975219727e-02
1.761999726295471191e+00 2.844796516001224518e-02
1.893999695777893066e+00 3.041215240955352783e-02
2.119999647140502930e+00 3.319475054740905762e-02
2.265999794006347656e+00 3.362032398581504822e-02
2.266000032424926758e+00 3.368579596281051636e-02
2.085999965667724609e+00 3.132877126336097717e-02
1.830000162124633789e+00 2.834975719451904297e-02
1.431999802589416504e+00 2.281729876995086670e-02
9.019999504089355469e-01 1.446950621902942657e-02
5.060000419616699219e-01 8.184109814465045929e-03
3.700000047683715820e-01 5.728877149522304535e-03
3.780000209808349609e-01 5.303303245455026627e-03
4.660000503063201904e-01 6.187187042087316513e-03
7.160000205039978027e-01 1.171964500099420547e-02
1.241999864578247070e+00 2.013291046023368835e-02
1.587999820709228516e+00 2.569810487329959869e-02
