# FGSM attack with model_dataset(54142 images)
# and validation_images(4708) 20 epsilon in batches of 100 images
# metrics between model_dataset & adv validation dataset
# Model_vali_adv_density Model_vali_adv_coverage
3.100000321865081787e-01 2.825902309268712997e-03
2.580000162124633789e-01 2.364153508096933365e-03
2.300000339746475220e-01 2.124044112861156464e-03
2.280000299215316772e-01 2.068634377792477608e-03
9.399999976158142090e-01 8.588526397943496704e-03
9.699999690055847168e-01 8.865575306117534637e-03
9.939998984336853027e-01 9.068745188415050507e-03
1.008000016212463379e+00 9.198035113513469696e-03
1.011999964714050293e+00 9.234975092113018036e-03
9.959999918937683105e-01 9.087215177714824677e-03
9.560000300407409668e-01 8.717816323041915894e-03
8.700000047683715820e-01 7.942078635096549988e-03
7.920000553131103516e-01 7.221749983727931976e-03
6.820000410079956055e-01 6.205902900546789169e-03
5.680000185966491699e-01 5.171585828065872192e-03
4.280000329017639160e-01 3.915629349648952484e-03
3.519999980926513672e-01 3.213771153241395950e-03
3.140000104904174805e-01 2.881312044337391853e-03
2.660000026226043701e-01 2.419563243165612221e-03
2.600000202655792236e-01 2.364153508096933365e-03
2.459999769926071167e-01 2.216393826529383659e-03
2.680000364780426025e-01 2.401093486696481705e-03
2.500000000000000000e-01 2.216393826529383659e-03
2.460000216960906982e-01 2.197924070060253143e-03
1.037999987602233887e+00 9.438144043087959290e-03
1.091999888420104980e+00 9.936832822859287262e-03
1.146000027656555176e+00 1.043552160263061523e-02
1.194000005722045898e+00 1.086033042520284653e-02
1.202000021934509277e+00 1.087880041450262070e-02
1.183999896049499512e+00 1.071257051080465317e-02
1.116000056266784668e+00 1.006612274795770645e-02
1.049999952316284180e+00 9.493554010987281799e-03
9.679999947547912598e-01 8.791696280241012573e-03
8.660000562667846680e-01 7.849728688597679138e-03
7.599999904632568359e-01 6.889291107654571533e-03
6.200000047683715820e-01 5.614864639937877655e-03
4.880000054836273193e-01 4.414317663758993149e-03
4.040000140666961670e-01 3.638579975813627243e-03
3.199999928474426270e-01 2.862842055037617683e-03
2.759999930858612061e-01 2.493443200364708900e-03
2.520000040531158447e-01 2.253333805128931999e-03
2.359999865293502808e-01 2.105574123561382294e-03
1.959999948740005493e-01 1.791585120372474194e-03
1.739999949932098389e-01 1.569945714436471462e-03
1.129999995231628418e+00 1.043552160263061523e-02
1.231999993324279785e+00 1.135901920497417450e-02
1.287999987602233887e+00 1.187617704272270203e-02
1.315999984741210938e+00 1.211628690361976624e-02
1.298000097274780273e+00 1.189464703202247620e-02
1.276000022888183594e+00 1.165453810244798660e-02
1.213999986648559570e+00 1.106349937617778778e-02
1.128000020980834961e+00 1.028776168823242188e-02
1.041999936103820801e+00 9.512024000287055969e-03
9.340000152587890625e-01 8.570056408643722534e-03
7.719999551773071289e-01 7.110930513590574265e-03
7.100000381469726562e-01 6.538362242281436920e-03
6.319999694824218750e-01 5.818034056574106216e-03
6.220000386238098145e-01 5.744154099375009537e-03
6.740000247955322266e-01 6.187432911247014999e-03
7.020000219345092773e-01 6.446012295782566071e-03
7.879999279975891113e-01 7.221749983727931976e-03
8.479999303817749023e-01 7.701968774199485779e-03
9.019999504089355469e-01 8.163717575371265411e-03
1.009999990463256836e+00 9.179565124213695526e-03
1.037999987602233887e+00 9.548963978886604309e-03
1.151999950408935547e+00 1.058328058570623398e-02
1.238000035285949707e+00 1.135901920497417450e-02
1.254000067710876465e+00 1.146983820945024490e-02
1.246000051498413086e+00 1.137748919427394867e-02
1.192000031471252441e+00 1.080492045730352402e-02
1.120000004768371582e+00 1.014000177383422852e-02
1.021999955177307129e+00 9.253444150090217590e-03
9.560000300407409668e-01 8.606996387243270874e-03
8.280000090599060059e-01 7.387979887425899506e-03
7.380000352859497070e-01 6.538362242281436920e-03
6.620000600814819336e-01 5.836504045873880386e-03
6.280000209808349609e-01 5.522514693439006805e-03
6.380000114440917969e-01 5.614864639937877655e-03
6.339999437332153320e-01 5.651804618537425995e-03
6.399999856948852539e-01 5.670274607837200165e-03
6.479999423027038574e-01 5.781094077974557877e-03
6.479999423027038574e-01 5.818034056574106216e-03
6.579999327659606934e-01 5.910383537411689758e-03
6.559999585151672363e-01 5.928853526711463928e-03
9.799999594688415527e-01 9.050275199115276337e-03
1.044000029563903809e+00 9.622843936085700989e-03
1.074000000953674316e+00 9.899892844259738922e-03
1.098000049591064453e+00 1.012153178453445435e-02
1.088000059127807617e+00 1.001071278005838394e-02
1.041999936103820801e+00 9.585903957486152649e-03
9.660000205039978027e-01 8.865575306117534637e-03
9.119999408721923828e-01 8.348417468369007111e-03
7.999999523162841797e-01 7.295629940927028656e-03
6.960000395774841309e-01 6.335192825645208359e-03
5.780000090599060059e-01 5.245465785264968872e-03
4.699999988079071045e-01 4.266558215022087097e-03
3.840000033378601074e-01 3.490820527076721191e-03
3.100000023841857910e-01 2.788962330669164658e-03
2.679999768733978271e-01 2.327213529497385025e-03
2.399999946355819702e-01 2.087104367092251778e-03
2.320000082254409790e-01 1.883934834040701389e-03
2.179999947547912598e-01 1.699235290288925171e-03
2.080000042915344238e-01 1.606885576620697975e-03
2.139999866485595703e-01 1.569945714436471462e-03
1.055999994277954102e+00 9.696722961962223053e-03
1.067999958992004395e+00 9.789072908461093903e-03
1.049999952316284180e+00 9.641313925385475159e-03
1.065999984741210938e+00 9.789072908461093903e-03
1.079999923706054688e+00 9.918362833559513092e-03
1.065999984741210938e+00 9.789072908461093903e-03
1.008000016212463379e+00 9.253444150090217590e-03
9.160000681877136230e-01 8.403826504945755005e-03
8.060000538825988770e-01 7.387979887425899506e-03
