# FGSM attack with model_dataset(20000 images)
# and validation_images(2100) 20 epsilon in batches of (100 images)
# for each epsilon 20 batches so 400 metrics in total
# metrics between model_dataset & adv_validation_dataset
# Model_vali_adv_density Model_vali_adv_coverage
7.600000500679016113e-02 1.399999950081110001e-03
5.399999395012855530e-02 1.049999962560832500e-03
3.400000184774398804e-02 6.999999750405550003e-04
1.061999917030334473e+00 2.594999969005584717e-02
1.276000022888183594e+00 3.114999830722808838e-02
1.386000037193298340e+00 3.370000049471855164e-02
1.402000069618225098e+00 3.399999812245368958e-02
1.263999938964843750e+00 3.054999932646751404e-02
1.049999952316284180e+00 2.539999969303607941e-02
7.899999618530273438e-01 1.915000006556510925e-02
5.580000281333923340e-01 1.354999933391809464e-02
3.700000047683715820e-01 8.999999612569808960e-03
3.260000050067901611e-01 7.849999703466892242e-03
2.859999835491180420e-01 6.850000005215406418e-03
2.679999768733978271e-01 6.349999923259019852e-03
2.360000163316726685e-01 5.499999970197677612e-03
2.039999961853027344e-01 4.600000102072954178e-03
1.779999881982803345e-01 3.949999809265136719e-03
1.420000046491622925e-01 3.049999941140413284e-03
1.180000081658363342e-01 2.600000007078051567e-03
8.600000292062759399e-02 1.799999969080090523e-03
6.199999526143074036e-02 1.249999972060322762e-03
4.399999976158142090e-02 8.999999845400452614e-04
9.119999408721923828e-01 2.245000004768371582e-02
1.074000120162963867e+00 2.649999968707561493e-02
1.195999979972839355e+00 2.934999950230121613e-02
1.212000012397766113e+00 2.964999899268150330e-02
1.172000050544738770e+00 2.854999899864196777e-02
1.018000006675720215e+00 2.479999884963035583e-02
7.999999523162841797e-01 1.960000023245811462e-02
5.399999618530273438e-01 1.324999984353780746e-02
3.519999682903289795e-01 8.549999445676803589e-03
3.199999928474426270e-01 7.699999958276748657e-03
2.899999916553497314e-01 6.949999835342168808e-03
2.360000163316726685e-01 5.499999970197677612e-03
1.979999840259552002e-01 4.399999976158142090e-03
1.720000058412551880e-01 3.700000001117587090e-03
1.480000019073486328e-01 3.150000004097819328e-03
1.099999994039535522e-01 2.249999903142452240e-03
8.799999207258224487e-02 1.699999906122684479e-03
6.800000369548797607e-02 1.249999972060322762e-03
5.199999734759330750e-02 8.499999530613422394e-04
3.999999910593032837e-02 5.999999702908098698e-04
8.980000019073486328e-01 2.224999852478504181e-02
1.059999942779541016e+00 2.614999935030937195e-02
1.128000020980834961e+00 2.779999934136867523e-02
1.121999979019165039e+00 2.749999985098838806e-02
1.044000029563903809e+00 2.544999867677688599e-02
9.300000071525573730e-01 2.249999903142452240e-02
7.139999866485595703e-01 1.714999973773956299e-02
5.020000338554382324e-01 1.200000010430812836e-02
3.260000050067901611e-01 7.849999703466892242e-03
3.019999861717224121e-01 7.100000046193599701e-03
2.720000147819519043e-01 6.399999838322401047e-03
2.419999986886978149e-01 5.699999630451202393e-03
2.160000056028366089e-01 4.999999888241291046e-03
1.639999896287918091e-01 3.700000001117587090e-03
1.400000005960464478e-01 3.049999941140413284e-03
1.160000041127204895e-01 2.399999881163239479e-03
9.400000423192977905e-02 1.699999906122684479e-03
8.199999481439590454e-02 1.449999981559813023e-03
6.400000303983688354e-02 1.099999994039535522e-03
4.999999701976776123e-02 7.999999797903001308e-04
1.141999959945678711e+00 2.840000018477439880e-02
1.366000056266784668e+00 3.390000015497207642e-02
1.486000061035156250e+00 3.664999827742576599e-02
1.469999909400939941e+00 3.629999980330467224e-02
1.322000145912170410e+00 3.269999846816062927e-02
1.101999998092651367e+00 2.724999934434890747e-02
8.259999752044677734e-01 2.025000005960464478e-02
5.320000052452087402e-01 1.299999933689832687e-02
2.979999780654907227e-01 7.299999706447124481e-03
2.679999768733978271e-01 6.550000049173831940e-03
2.400000095367431641e-01 5.799999926239252090e-03
2.040000110864639282e-01 4.799999762326478958e-03
1.739999949932098389e-01 4.050000105053186417e-03
1.420000046491622925e-01 3.349999897181987762e-03
1.319999992847442627e-01 3.049999941140413284e-03
9.999999403953552246e-02 2.199999988079071045e-03
8.399999141693115234e-02 1.850000000558793545e-03
6.800000369548797607e-02 1.449999981559813023e-03
4.600000381469726562e-02 8.999999845400452614e-04
3.400000184774398804e-02 6.500000017695128918e-04
8.559999465942382812e-01 2.125000022351741791e-02
1.057999968528747559e+00 2.620000019669532776e-02
1.193999886512756348e+00 2.944999933242797852e-02
1.203999996185302734e+00 2.960000000894069672e-02
1.167999982833862305e+00 2.864999882876873016e-02
1.052000045776367188e+00 2.575000002980232239e-02
8.100000023841857910e-01 1.984999887645244598e-02
5.500000119209289551e-01 1.339999958872795105e-02
3.400000035762786865e-01 8.249999955296516418e-03
3.079999983310699463e-01 7.349999621510505676e-03
2.939999997615814209e-01 6.899999920278787613e-03
2.580000162124633789e-01 5.949999671429395676e-03
1.959999948740005493e-01 4.449999891221523285e-03
1.779999881982803345e-01 3.949999809265136719e-03
1.459999978542327881e-01 3.199999919161200523e-03
1.179999932646751404e-01 2.549999859184026718e-03
7.400000095367431641e-02 1.599999959580600262e-03
5.199999734759330750e-02 1.099999994039535522e-03
4.399999976158142090e-02 8.999999845400452614e-04
3.400000184774398804e-02 5.999999702908098698e-04
1.027999997138977051e+00 2.474999986588954926e-02
1.233999967575073242e+00 2.964999899268150330e-02
1.346000075340270996e+00 3.219999745488166809e-02
1.346000075340270996e+00 3.209999948740005493e-02
1.258000016212463379e+00 2.979999966919422150e-02
1.079999923706054688e+00 2.554999850690364838e-02
8.100000023841857910e-01 1.899999938905239105e-02
5.960000157356262207e-01 1.389999967068433762e-02
3.939999938011169434e-01 8.999999612569808960e-03
3.599999845027923584e-01 8.049999363720417023e-03
3.280000090599060059e-01 7.199999876320362091e-03
