# FGSM attack with model_dataset(22000 images)
# and validation_images(2100) 20 epsilon in batches of 42 images
# metrics between model_dataset & adv validation dataset
# Model_vali_adv_density Model_vali_adv_coverage
1.147619128227233887e+00 1.200000010430812836e-02
1.142857193946838379e+00 1.189999934285879135e-02
1.080952405929565430e+00 1.124999951571226120e-02
9.857143163681030273e-01 1.019999943673610687e-02
7.999999523162841797e-01 8.249999955296516418e-03
5.952380895614624023e-01 6.099999882280826569e-03
4.238095581531524658e-01 4.350000061094760895e-03
3.999999761581420898e-01 3.999999724328517914e-03
3.428571522235870361e-01 3.399999812245368958e-03
3.047619462013244629e-01 3.049999941140413284e-03
2.666666805744171143e-01 2.649999922141432762e-03
1.952381134033203125e-01 1.850000000558793545e-03
1.571428626775741577e-01 1.449999981559813023e-03
1.285714358091354370e-01 1.150000025518238544e-03
9.047619998455047607e-02 7.500000065192580223e-04
7.619047909975051880e-02 5.999999702908098698e-04
7.142857462167739868e-02 5.499999970197677612e-04
5.714286118745803833e-02 4.499999922700226307e-04
8.714286684989929199e-01 9.149999357759952545e-03
1.023809552192687988e+00 1.074999943375587463e-02
1.080952405929565430e+00 1.134999934583902359e-02
1.071428537368774414e+00 1.124999951571226120e-02
9.857143163681030273e-01 1.035000011324882507e-02
8.809524178504943848e-01 9.250000119209289551e-03
6.238095760345458984e-01 6.550000049173831940e-03
4.238095581531524658e-01 4.449999891221523285e-03
2.523809671401977539e-01 2.649999922141432762e-03
2.285714447498321533e-01 2.399999881163239479e-03
2.142857164144515991e-01 2.249999903142452240e-03
1.761904805898666382e-01 1.850000000558793545e-03
1.619047671556472778e-01 1.699999906122684479e-03
1.380952447652816772e-01 1.449999981559813023e-03
1.238095313310623169e-01 1.249999972060322762e-03
1.095238178968429565e-01 1.099999994039535522e-03
1.047619059681892395e-01 8.999999845400452614e-04
9.523809701204299927e-02 7.999999797903001308e-04
6.666667014360427856e-02 5.999999702908098698e-04
4.761904850602149963e-02 3.999999898951500654e-04
1.090476155281066895e+00 1.124999951571226120e-02
1.276190519332885742e+00 1.319999992847442627e-02
1.366666674613952637e+00 1.404999941587448120e-02
1.352380990982055664e+00 1.394999958574771881e-02
1.228571534156799316e+00 1.269999984651803970e-02
9.809524416923522949e-01 1.024999935179948807e-02
6.761904954910278320e-01 7.100000046193599701e-03
4.190475940704345703e-01 4.399999976158142090e-03
2.619047760963439941e-01 2.749999985098838806e-03
2.285714447498321533e-01 2.399999881163239479e-03
1.904761940240859985e-01 1.999999862164258957e-03
1.571428626775741577e-01 1.649999991059303284e-03
1.428571492433547974e-01 1.500000013038516045e-03
1.095238178968429565e-01 1.150000025518238544e-03
1.047619059681892395e-01 1.099999994039535522e-03
7.142857462167739868e-02 7.500000065192580223e-04
5.714286118745803833e-02 5.999999702908098698e-04
5.238095298409461975e-02 5.499999970197677612e-04
3.809523954987525940e-02 3.999999898951500654e-04
2.857143059372901917e-02 2.999999851454049349e-04
1.276190519332885742e+00 1.334999967366456985e-02
1.476190686225891113e+00 1.544999983161687851e-02
1.580952405929565430e+00 1.654999889433383942e-02
1.542857289314270020e+00 1.614999957382678986e-02
1.347619175910949707e+00 1.409999933093786240e-02
1.185714364051818848e+00 1.239999942481517792e-02
9.571428894996643066e-01 9.949999861419200897e-03
6.619047522544860840e-01 6.899999920278787613e-03
3.619047701358795166e-01 3.799999831244349480e-03
3.285714685916900635e-01 3.449999960139393806e-03
3.000000119209289551e-01 3.099999856203794479e-03
2.523809671401977539e-01 2.549999859184026718e-03
2.000000178813934326e-01 1.999999862164258957e-03
1.666666716337203979e-01 1.699999906122684479e-03
1.428571492433547974e-01 1.449999981559813023e-03
1.190476194024085999e-01 1.199999940581619740e-03
1.047619059681892395e-01 1.049999962560832500e-03
7.619047909975051880e-02 7.500000065192580223e-04
4.761904850602149963e-02 4.499999922700226307e-04
3.333333507180213928e-02 2.999999851454049349e-04
9.380952715873718262e-01 9.850000031292438507e-03
1.204761862754821777e+00 1.264999993145465851e-02
1.366666674613952637e+00 1.429999992251396179e-02
1.409523725509643555e+00 1.475000008940696716e-02
1.347619175910949707e+00 1.409999933093786240e-02
1.133333444595336914e+00 1.184999942779541016e-02
8.619047999382019043e-01 8.999999612569808960e-03
5.142856836318969727e-01 5.349999759346246719e-03
2.619047760963439941e-01 2.749999985098838806e-03
2.285714447498321533e-01 2.399999881163239479e-03
2.142857164144515991e-01 2.249999903142452240e-03
1.952380985021591187e-01 2.050000010058283806e-03
1.666666716337203979e-01 1.749999937601387501e-03
1.523809581995010376e-01 1.599999959580600262e-03
1.380952447652816772e-01 1.399999950081110001e-03
9.047619998455047607e-02 8.999999845400452614e-04
6.666667014360427856e-02 6.500000017695128918e-04
4.761904850602149963e-02 4.999999655410647392e-04
3.809523954987525940e-02 3.999999898951500654e-04
2.380952425301074982e-02 2.499999827705323696e-04
7.380952239036560059e-01 7.749999873340129852e-03
9.095238447189331055e-01 9.549999609589576721e-03
1.071428537368774414e+00 1.124999951571226120e-02
1.099999904632568359e+00 1.154999993741512299e-02
1.042857170104980469e+00 1.095000002533197403e-02
9.619048237800598145e-01 1.009999960660934448e-02
7.428571581840515137e-01 7.799999788403511047e-03
5.380952954292297363e-01 5.649999715387821198e-03
3.523809313774108887e-01 3.700000001117587090e-03
3.333333432674407959e-01 3.499999875202775002e-03
3.142857253551483154e-01 3.299999982118606567e-03
3.000000119209289551e-01 3.150000004097819328e-03
2.285714447498321533e-01 2.399999881163239479e-03
1.952381134033203125e-01 2.050000010058283806e-03
1.571428626775741577e-01 1.649999991059303284e-03
1.333333402872085571e-01 1.399999950081110001e-03
7.142857462167739868e-02 7.500000065192580223e-04
5.238095298409461975e-02 5.499999970197677612e-04
3.809523954987525940e-02 3.999999898951500654e-04
3.333333507180213928e-02 2.999999851454049349e-04
1.057142853736877441e+00 1.104999985545873642e-02
1.280952453613281250e+00 1.329999975860118866e-02
1.404761910438537598e+00 1.459999941289424896e-02
1.385714292526245117e+00 1.439999975264072418e-02
1.328571557998657227e+00 1.379999984055757523e-02
1.166666746139526367e+00 1.209999993443489075e-02
8.857144117355346680e-01 9.200000204145908356e-03
5.809524059295654297e-01 6.049999967217445374e-03
3.619047999382019043e-01 3.749999916180968285e-03
3.333333432674407959e-01 3.449999960139393806e-03
3.285714685916900635e-01 3.399999812245368958e-03
2.619047760963439941e-01 2.699999837204813957e-03
2.047619223594665527e-01 2.099999925121665001e-03
1.999999880790710449e-01 2.050000010058283806e-03
1.761904656887054443e-01 1.799999969080090523e-03
1.476190388202667236e-01 1.500000013038516045e-03
9.999999403953552246e-02 9.999999310821294785e-04
6.666667014360427856e-02 6.500000017695128918e-04
5.238095298409461975e-02 4.999999655410647392e-04
4.285714402794837952e-02 3.999999898951500654e-04
9.285714626312255859e-01 9.399999864399433136e-03
1.152381062507629395e+00 1.169999968260526657e-02
1.223809599876403809e+00 1.239999942481517792e-02
1.214285731315612793e+00 1.234999950975179672e-02
1.147619009017944336e+00 1.159999985247850418e-02
1.042857289314270020e+00 1.049999985843896866e-02
7.809524536132812500e-01 7.749999873340129852e-03
5.904761552810668945e-01 5.750000011175870895e-03
4.095238447189331055e-01 3.899999894201755524e-03
3.666666746139526367e-01 3.399999812245368958e-03
3.380952477455139160e-01 3.099999856203794479e-03
3.142857253551483154e-01 2.899999963119626045e-03
2.809523940086364746e-01 2.549999859184026718e-03
2.476190477609634399e-01 2.249999903142452240e-03
1.904761940240859985e-01 1.749999937601387501e-03
1.428571492433547974e-01 1.300000003539025784e-03
1.047619059681892395e-01 8.999999845400452614e-04
7.619047909975051880e-02 6.500000017695128918e-04
7.142857462167739868e-02 5.999999702908098698e-04
4.761904850602149963e-02 3.499999875202775002e-04
1.023809552192687988e+00 1.069999951869249344e-02
1.228571414947509766e+00 1.279999967664480209e-02
1.376190543174743652e+00 1.434999983757734299e-02
1.366666674613952637e+00 1.425000000745058060e-02
1.290476322174072266e+00 1.344999950379133224e-02
1.071428537368774414e+00 1.114999968558549881e-02
7.857143282890319824e-01 8.100000210106372833e-03
5.619048476219177246e-01 5.799999926239252090e-03
3.523809909820556641e-01 3.599999938160181046e-03
3.142857253551483154e-01 3.199999919161200523e-03
2.761904895305633545e-01 2.799999900162220001e-03
2.095238119363784790e-01 2.099999925121665001e-03
1.666666865348815918e-01 1.649999991059303284e-03
1.238095238804817200e-01 1.249999972060322762e-03
8.095238357782363892e-02 8.499999530613422394e-04
8.095238357782363892e-02 8.499999530613422394e-04
5.714286118745803833e-02 5.999999702908098698e-04
3.809523954987525940e-02 3.999999898951500654e-04
1.904761977493762970e-02 1.999999949475750327e-04
1.428571529686450958e-02 1.499999925727024674e-04
1.228571534156799316e+00 1.284999959170818329e-02
1.366666674613952637e+00 1.429999992251396179e-02
1.476190567016601562e+00 1.549999974668025970e-02
1.476190447807312012e+00 1.544999983161687851e-02
1.338095307350158691e+00 1.394999958574771881e-02
1.200000047683715820e+00 1.255000010132789612e-02
9.809524416923522949e-01 1.024999935179948807e-02
7.190476059913635254e-01 7.549999747425317764e-03
4.571428894996643066e-01 4.799999762326478958e-03
4.238095283508300781e-01 4.449999891221523285e-03
3.523809909820556641e-01 3.649999853223562241e-03
3.047619163990020752e-01 3.049999941140413284e-03
2.571428716182708740e-01 2.549999859184026718e-03
1.999999880790710449e-01 1.999999862164258957e-03
1.714285761117935181e-01 1.649999991059303284e-03
1.476190388202667236e-01 1.399999950081110001e-03
1.142857223749160767e-01 1.049999962560832500e-03
1.000000089406967163e-01 9.499999578110873699e-04
6.666667014360427856e-02 6.500000017695128918e-04
4.285714402794837952e-02 3.999999898951500654e-04
1.014285802841186523e+00 1.064999960362911224e-02
1.252380967140197754e+00 1.315000001341104507e-02
1.347619175910949707e+00 1.409999933093786240e-02
1.414285778999328613e+00 1.480000000447034836e-02
1.328571438789367676e+00 1.389999967068433762e-02
1.138095259666442871e+00 1.189999934285879135e-02
9.000000953674316406e-01 9.399999864399433136e-03
6.380952596664428711e-01 6.699999794363975525e-03
4.571428894996643066e-01 4.799999762326478958e-03
4.142857491970062256e-01 4.350000061094760895e-03
3.904761970043182373e-01 4.100000020116567612e-03
3.238095343112945557e-01 3.399999812245368958e-03
2.904762029647827148e-01 3.000000026077032089e-03
2.380952388048171997e-01 2.450000029057264328e-03
2.047619223594665527e-01 2.099999925121665001e-03
1.571428626775741577e-01 1.599999959580600262e-03
1.190476194024085999e-01 1.199999940581619740e-03
9.047619253396987915e-02 8.999999845400452614e-04
6.190476566553115845e-02 6.500000017695128918e-04
5.238095298409461975e-02 5.499999970197677612e-04
